date,USDCZK,isPartial
2016-03-06,27,False
2016-03-13,29,False
2016-03-20,27,False
2016-03-27,30,False
2016-04-03,22,False
2016-04-10,44,False
2016-04-17,0,False
2016-04-24,50,False
2016-05-01,17,False
2016-05-08,15,False
2016-05-15,29,False
2016-05-22,15,False
2016-05-29,15,False
2016-06-05,17,False
2016-06-12,15,False
2016-06-19,20,False
2016-06-26,45,False
2016-07-03,22,False
2016-07-10,36,False
2016-07-17,0,False
2016-07-24,21,False
2016-07-31,35,False
2016-08-07,18,False
2016-08-14,17,False
2016-08-21,22,False
2016-08-28,15,False
2016-09-04,15,False
2016-09-11,15,False
2016-09-18,15,False
2016-09-25,15,False
2016-10-02,17,False
2016-10-09,28,False
2016-10-16,15,False
2016-10-23,26,False
2016-10-30,17,False
2016-11-06,29,False
2016-11-13,25,False
2016-11-20,33,False
2016-11-27,38,False
2016-12-04,38,False
2016-12-11,22,False
2016-12-18,15,False
2016-12-25,21,False
2017-01-01,15,False
2017-01-08,19,False
2017-01-15,19,False
2017-01-22,20,False
2017-01-29,24,False
2017-02-05,14,False
2017-02-12,15,False
2017-02-19,27,False
2017-02-26,13,False
2017-03-05,20,False
2017-03-12,0,False
2017-03-19,14,False
2017-03-26,39,False
2017-04-02,65,False
2017-04-09,41,False
2017-04-16,37,False
2017-04-23,14,False
2017-04-30,16,False
2017-05-07,27,False
2017-05-14,25,False
2017-05-21,17,False
2017-05-28,27,False
2017-06-04,29,False
2017-06-11,15,False
2017-06-18,28,False
2017-06-25,27,False
2017-07-02,15,False
2017-07-09,44,False
2017-07-16,42,False
2017-07-23,21,False
2017-07-30,47,False
2017-08-06,16,False
2017-08-13,26,False
2017-08-20,28,False
2017-08-27,28,False
2017-09-03,28,False
2017-09-10,15,False
2017-09-17,24,False
2017-09-24,0,False
2017-10-01,19,False
2017-10-08,27,False
2017-10-15,21,False
2017-10-22,30,False
2017-10-29,23,False
2017-11-05,23,False
2017-11-12,0,False
2017-11-19,15,False
2017-11-26,48,False
2017-12-03,15,False
2017-12-10,34,False
2017-12-17,36,False
2017-12-24,16,False
2017-12-31,56,True
